titulo,zona,latitud,longitud,direccion_usada,geocoding_ok
"Piso en calle Moncada, 122, San Cristóbal, Madrid",villaverde,40.3416362,-3.69241,"calle Moncada, 122, San Cristóbal, Madrid, España",True
"Piso en calle de Málaga, 9, Nuevos Ministerios-Ríos Rosas, Madrid",chamberi,40.4388709,-3.6934291,"calle de Málaga, 9, Madrid, España",True
"Piso en calle de Miguel Ángel, Almagro, Madrid",chamberi,40.4331941,-3.691229,"calle de Miguel Ángel, Almagro, Madrid, España",True
"Piso en calle Inventores, Hellín, Madrid",san-blas,40.4322078,-3.6185317,"calle Inventores, Hellín, Madrid, España",True
"Dúplex en Peñagrande, Madrid",fuencarral,40.4789641,-3.7258417,"Peñagrande, Madrid, España",True
"Dúplex en calle del Padre Oltra, Comillas, Madrid",carabanchel,40.3937574,-3.7116516,"Comillas, Madrid, España",True
"Piso en paseo de Ginebra, Rosas, Madrid",san-blas,40.4230325,-3.6027485,"paseo de Ginebra, Rosas, Madrid, España",True
"Estudio en calle de Asura, Conde Orgaz-Piovera, Madrid",hortaleza,40.4557801,-3.6531709,"calle de Asura, Madrid, España",True
"Piso en calle de Matilde Díez, 5, Ciudad Jardín, Madrid",chamartin,40.4487115,-3.6738706,"Ciudad Jardín, Madrid, España",True
"Chalet pareado en Fuentelarreina, Madrid",fuencarral,40.426213,-3.7009931,"fuencarral, Madrid, España",True
"Piso en calle de Francisco José Arroyo, Palomas, Madrid",hortaleza,40.4534266,-3.6127349,"calle de Francisco José Arroyo, Palomas, Madrid, España",True
"Piso en paseo Federico García Lorca, Casco Histórico de Vallecas, Madrid",villa-de-vallecas,40.3779247,-3.6209848,"paseo Federico García Lorca, Casco Histórico de Vallecas, Madrid, España",True
"Ático en Palos de la Frontera, Madrid",arganzuela,40.4030849,-3.6947843,"Palos de la Frontera, Madrid, España",True
"Dúplex en calle de Nieremberg, Ciudad Jardín, Madrid",chamartin,40.4476456,-3.6718762,"calle de Nieremberg, Ciudad Jardín, Madrid, España",True
"Piso en ronda de Atocha, 7, Palos de la Frontera, Madrid",arganzuela,40.4070069,-3.6948713,"ronda de Atocha, 7, Palos de la Frontera, Madrid, España",True
"Piso en calle de Fermín Caballero, Pilar, Madrid",fuencarral,40.4835488,-3.7077499,"calle de Fermín Caballero, Pilar, Madrid, España",True
"Dúplex en calle de Tablada, Berruguete, Madrid",tetuan,40.4602916,-3.7016321,"calle de Tablada, Berruguete, Madrid, España",True
"Piso en calle de San Carlos, Lavapiés-Embajadores, Madrid",centro,40.4103862,-3.7017132,"calle de San Carlos, Lavapiés-Embajadores, Madrid, España",True
"Casa o chalet independiente en Barrencalle, El Plantío, Madrid",moncloa,40.4700616,-3.8206858,"El Plantío, Madrid, España",True
"Dúplex en calle del Barquillo, 27, Chueca-Justicia, Madrid",centro,40.4227995,-3.6956487,"calle del Barquillo, 27, Chueca-Justicia, Madrid, España",True
"Piso en calle Ignacio Santos Vinuelas, 19, Los Rosales, Madrid",villaverde,40.3496135,-3.6883433,"calle Ignacio Santos Vinuelas, 19, Los Rosales, Madrid, España",True
"Piso en calle Moncada, 109, San Cristóbal, Madrid",villaverde,40.3416362,-3.69241,"calle Moncada, 109, San Cristóbal, Madrid, España",True
"Piso en Ferroviarios, 95, Almendrales, Madrid",usera,40.3836301,-3.7047708,"Ferroviarios, 95, Almendrales, Madrid, España",True
"Piso en avenida del Papa Negro, 120, Conde Orgaz-Piovera, Madrid",hortaleza,40.459727,-3.6259305,"avenida del Papa Negro, 120, Madrid, España",True
"Piso en calle de la Virgen de los Peligros, Sol, Madrid",centro,40.4181686,-3.6994666,"calle de la Virgen de los Peligros, Sol, Madrid, España",True
"Piso en calle de la Duquesa de Tamames, Buena Vista, Madrid",carabanchel,40.367512,-3.7485003,"calle de la Duquesa de Tamames, Madrid, España",True
"Estudio en 12 de Octubre-Orcasur, Madrid",usera,40.37546,-3.6959057,"12 de Octubre-Orcasur, Madrid, España",True
"Chalet adosado en Puerta del Ángel, Madrid",latina,40.4035317,-3.736152,"latina, Madrid, España",True
"Piso en calle de Ibiza, 30, Ibiza, Madrid",retiro,40.4180726,-3.6750316,"calle de Ibiza, 30, Ibiza, Madrid, España",True
"Piso en Carrera de San Francisco, 5, Palacio, Madrid",centro,40.4109672,-3.7122531,"Carrera de San Francisco, 5, Palacio, Madrid, España",True
"Piso en calle de Marcelo Usera, Pradolongo, Madrid",usera,40.3856372,-3.7077219,"calle de Marcelo Usera, Pradolongo, Madrid, España",True
"Piso en calle de Pedro de Valdivia, 36, El Viso, Madrid",chamartin,40.4387744,-3.6800219,"calle de Pedro de Valdivia, 36, El Viso, Madrid, España",True
"Ático en Arroyo del Cañaveral, 127, El Cañaveral, Madrid",vicalvaro,40.4016524,-3.5563749,"Arroyo del Cañaveral, 127, El Cañaveral, Madrid, España",True
"Piso en calle del Conde de Miranda, 1, Palacio, Madrid",centro,40.4153295,-3.7147092,"Palacio, Madrid, España",True
"Piso en calle de Ofelia Nieto, 9, Valdezarza, Madrid",moncloa,40.4584925,-3.7110424,"calle de Ofelia Nieto, 9, Valdezarza, Madrid, España",True
"Estudio en calle de Ríos Rosas, Nuevos Ministerios-Ríos Rosas, Madrid",chamberi,40.4418406,-3.6982913,"calle de Ríos Rosas, Madrid, España",True
"Piso en calle Población de Campos, 27, Las Tablas, Madrid",fuencarral,40.5033677,-3.6714527,"calle Población de Campos, 27, Las Tablas, Madrid, España",True
"Dúplex en calle de Ramón Luján, Almendrales, Madrid",usera,40.3842447,-3.7042777,"calle de Ramón Luján, Almendrales, Madrid, España",True
"Piso en Pedro unanue, 8, Palos de la Frontera, Madrid",arganzuela,40.4035344,-3.6955165,"Pedro unanue, 8, Palos de la Frontera, Madrid, España",True
"Piso en calle Almendralejo, 2, San Isidro, Madrid",carabanchel,40.3976973,-3.7346776,"calle Almendralejo, 2, San Isidro, Madrid, España",True
"Piso en camino Leganés, 8, Villaverde Alto, Madrid",villaverde,40.3437513,-3.7094949,"camino Leganés, 8, Villaverde Alto, Madrid, España",True
"Piso en Diego de León, Guindalera, Madrid",barrio-de-salamanca,40.4329957,-3.6728536,"Diego de León, Guindalera, Madrid, España",True
"Piso en calle del Monte Esquinza, 7, Almagro, Madrid",chamberi,40.426652,-3.6925586,"calle del Monte Esquinza, 7, Almagro, Madrid, España",True
"Piso en calle de Maudes, s/n, Nuevos Ministerios-Ríos Rosas, Madrid",chamberi,40.4624911,-3.6823144,"calle de Maudes, Madrid, España",True
"Piso en calle de Bravo Murillo, Trafalgar, Madrid",chamberi,40.4367769,-3.704266,"calle de Bravo Murillo, Trafalgar, Madrid, España",True
"Dúplex en paseo del Marqués de Zafra, Fuente del Berro, Madrid",barrio-de-salamanca,40.425961,-3.6650064,"paseo del Marqués de Zafra, Fuente del Berro, Madrid, España",True
"Piso en calle de la Estrella Polar, Estrella, Madrid",retiro,40.4097623,-3.6684892,"calle de la Estrella Polar, Estrella, Madrid, España",True
"Piso en calle Burjasot, 18, San Cristóbal, Madrid",villaverde,40.3450305,-3.6880397,"calle Burjasot, 18, San Cristóbal, Madrid, España",True
"Piso en calle del Doctor Castelo, 29, Ibiza, Madrid",retiro,40.4204059,-3.6755642,"calle del Doctor Castelo, 29, Ibiza, Madrid, España",True
"Piso en calle de Ángel Muñoz, San Juan Bautista, Madrid",ciudad-lineal,40.4543555,-3.6567911,"calle de Ángel Muñoz, San Juan Bautista, Madrid, España",True
"Piso en calle de Núñez de Balboa, 31, Recoletos, Madrid",barrio-de-salamanca,40.4246051,-3.6830827,"calle de Núñez de Balboa, 31, Recoletos, Madrid, España",True
"Piso en cuesta de Santo Domingo, Palacio, Madrid",centro,40.4191939,-3.7099373,"cuesta de Santo Domingo, Palacio, Madrid, España",True
"Piso en calle de los Reyes Magos, Niño Jesús, Madrid",retiro,40.3845169,-4.2552068,"calle de los Reyes Magos, Madrid, España",True
"Piso en calle Carrera de San Jerónimo, Sol, Madrid",centro,40.4178272,-3.7022221,"Sol, Madrid, España",True
"Dúplex en plaza de Tirso de Molina, Lavapiés-Embajadores, Madrid",centro,40.412303,-3.7039906,"plaza de Tirso de Molina, Lavapiés-Embajadores, Madrid, España",True
"Ático en Poligono Uzp0203 los Ahijones, 32, Los Ahijones, Madrid",vicalvaro,40.3900571,-3.5517762,"Los Ahijones, Madrid, España",True
"Piso en calle Culla, Casco Histórico de Vallecas, Madrid",villa-de-vallecas,40.3699912,-3.6193677,"calle Culla, Casco Histórico de Vallecas, Madrid, España",True
"Piso en avenida de la Reina Victoria, 44, Ciudad Universitaria, Madrid",moncloa,40.4468414,-3.7113239,"avenida de la Reina Victoria, 44, Ciudad Universitaria, Madrid, España",True
"Piso en calle de Portalegre, 11, Opañel, Madrid",carabanchel,40.3889834,-3.7234451,"calle de Portalegre, 11, Opañel, Madrid, España",True
"Piso en calle Sierra del Cadí, Palomeras Bajas, Madrid",puente-de-vallecas,40.4620455,-4.0952676,"calle Sierra del Cadí, Madrid, España",True
"Piso en calle de la Virgen de la Fuencisla, Concepción, Madrid",ciudad-lineal,40.4382057,-3.6495784,"Concepción, Madrid, España",True
"Estudio en paseo Castellanos, Puerta Bonita, Madrid",carabanchel,40.3747631,-3.7434533,"paseo Castellanos, Puerta Bonita, Madrid, España",True
"Chalet adosado en calle Reventón, 8, Ciudad Jardín, Madrid",chamartin,40.4487115,-3.6738706,"Ciudad Jardín, Madrid, España",True
"Piso en calle del Pelicano, Abrantes, Madrid",carabanchel,40.3836253,-3.7270807,"calle del Pelicano, Abrantes, Madrid, España",True
"Piso en avenida Donostiarra, 10, Concepción, Madrid",ciudad-lineal,40.4348009,-3.6577363,"avenida Donostiarra, 10, Concepción, Madrid, España",True
"Piso en calle Acentejo, 5, Pueblo Nuevo, Madrid",ciudad-lineal,40.4336178,-3.6369143,"calle Acentejo, 5, Pueblo Nuevo, Madrid, España",True
"Piso en calle de Bravo Murillo, 359, Ventilla-Almenara, Madrid",tetuan,40.4653926,-3.6929199,"calle de Bravo Murillo, 359, Madrid, España",True
"Dúplex en calle del Oso, Lavapiés-Embajadores, Madrid",centro,40.4096286,-3.7049479,"calle del Oso, Lavapiés-Embajadores, Madrid, España",True
"Piso en calle de Ayala, 93, Goya, Madrid",barrio-de-salamanca,40.4272183,-3.6721809,"calle de Ayala, 93, Goya, Madrid, España",True
"Piso en calle de Hermosilla, 104, Goya, Madrid",barrio-de-salamanca,40.4256591,-3.6718794,"calle de Hermosilla, 104, Goya, Madrid, España",True
"Piso en calle de Santa María, 27, Huertas-Cortes, Madrid",centro,40.4129068,-3.6967693,"calle de Santa María, 27, Madrid, España",True
"Estudio en calle del Olmo, Lavapiés-Embajadores, Madrid",centro,40.4115484,-3.7003402,"calle del Olmo, Lavapiés-Embajadores, Madrid, España",True
"Dúplex en calle Acamar, Aravaca, Madrid",moncloa,40.4589384,-3.7870118,"calle Acamar, Aravaca, Madrid, España",True
"Piso en avenida de Brasilia, Guindalera, Madrid",barrio-de-salamanca,40.4406634,-3.6609284,"avenida de Brasilia, Guindalera, Madrid, España",True
"Piso en calle de Don Ramón de la Cruz, 97, Lista, Madrid",barrio-de-salamanca,40.4286497,-3.6728229,"calle de Don Ramón de la Cruz, 97, Lista, Madrid, España",True
"Chalet en calle de Inocencio Fernández, Peñagrande, Madrid",fuencarral,40.4755476,-3.7313308,"calle de Inocencio Fernández, Peñagrande, Madrid, España",True
"Dúplex en Hernán Cortés, s/n, Chueca-Justicia, Madrid",centro,40.4234153,-3.6998043,"Hernán Cortés, s/n, Chueca-Justicia, Madrid, España",True
"Piso en calle Germán Pérez Carrasco, 24, Quintana, Madrid",ciudad-lineal,40.4351006,-3.6456117,"calle Germán Pérez Carrasco, 24, Quintana, Madrid, España",True
"Piso en calle Florencio Sanz, Vista Alegre, Madrid",carabanchel,40.3880121,-3.7411335,"calle Florencio Sanz, Vista Alegre, Madrid, España",True
"Dúplex en calle de Segovia, Imperial, Madrid",arganzuela,40.4139573,-3.7201284,"calle de Segovia, Imperial, Madrid, España",True
"Piso en calle de la Libertad, s/n, Chueca-Justicia, Madrid",centro,40.4223967,-3.6970489,"calle de la Libertad, s/n, Chueca-Justicia, Madrid, España",True
"Piso en calle de la Costa Brava, 34, Mirasierra, Madrid",fuencarral,40.4967351,-3.7150247,"calle de la Costa Brava, 34, Mirasierra, Madrid, España",True
"Chalet adosado en calle del Sotillo, Conde Orgaz-Piovera, Madrid",hortaleza,40.4504211,-3.645769,"Conde Orgaz-Piovera, Madrid, España",True
"Piso en calle de Santiago Cordero, 15 ----b, Valdeacederas, Madrid",tetuan,40.4678617,-3.7010788,"calle de Santiago Cordero, 15 ----b, Valdeacederas, Madrid, España",True
"Casa o chalet independiente en calle del Valle de Toranzo, Madrid, Valdemarín, Madrid",moncloa,40.4675501,-3.7822569,"Valdemarín, Madrid, España",True
"Piso en calle de Ceuta, Valdeacederas, Madrid",tetuan,40.4621024,-3.6988496,"calle de Ceuta, Valdeacederas, Madrid, España",True
"Piso en calle Goya, 113, Goya, Madrid",barrio-de-salamanca,40.4247478,-3.672139,"calle Goya, 113, Goya, Madrid, España",True
"Estudio en calle de Ruiz, Malasaña-Universidad, Madrid",centro,40.4284124,-3.7038021,"calle de Ruiz, Malasaña-Universidad, Madrid, España",True
"Estudio en calle del Ferrocarril, 4, Palos de la Frontera, Madrid",arganzuela,40.4010725,-3.6944749,"calle del Ferrocarril, 4, Palos de la Frontera, Madrid, España",True
"Piso en calle de las Marismas, Numancia, Madrid",puente-de-vallecas,40.4020908,-3.6548863,"calle de las Marismas, Numancia, Madrid, España",True
"Piso en calle de San Pedro Mártir, Lavapiés-Embajadores, Madrid",centro,40.4120025,-3.7038078,"calle de San Pedro Mártir, Lavapiés-Embajadores, Madrid, España",True
"Piso en calle de Juan Álvarez Mendizábal, 76, Argüelles, Madrid",moncloa,40.4282414,-3.7180874,"calle de Juan Álvarez Mendizábal, 76, Argüelles, Madrid, España",True
"Piso en calle Narváez, 30, Ibiza, Madrid",retiro,40.4182575,-3.6762463,"calle Narváez, 30, Ibiza, Madrid, España",True
"Piso en calle Enrique Moyano, Comillas, Madrid",carabanchel,40.3907858,-3.7138262,"calle Enrique Moyano, Comillas, Madrid, España",True
"Piso en calle Maratón, s/n, Simancas, Madrid",san-blas,40.4399892,-3.6237008,"calle Maratón, s/n, Simancas, Madrid, España",True
"Ático en calle de los Relatores, Lavapiés-Embajadores, Madrid",centro,40.4085231,-3.7038539,"Lavapiés-Embajadores, Madrid, España",True
"Piso en calle del Naranjo, Berruguete, Madrid",tetuan,40.46105,-3.7006119,"calle del Naranjo, Berruguete, Madrid, España",True
"Piso en Nicolás Godoy, 23, Almendrales, Madrid",usera,40.3861789,-3.6993308,"Nicolás Godoy, 23, Almendrales, Madrid, España",True
"Piso en calle de los Carrascales, 8, Pradolongo, Madrid",usera,40.3815755,-3.7078732,"calle de los Carrascales, 8, Pradolongo, Madrid, España",True
"Ático en calle del Alcalde Sainz de Baranda, 88, Estrella, Madrid",retiro,40.4192051,-3.6654721,"calle del Alcalde Sainz de Baranda, 88, Estrella, Madrid, España",True
"Ático en calle de Urgel, 8, San Isidro, Madrid",carabanchel,40.3931816,-3.7257656,"calle de Urgel, 8, San Isidro, Madrid, España",True
"Piso en calle de Latoneros, Sol, Madrid",centro,40.4139634,-3.7078905,"calle de Latoneros, Sol, Madrid, España",True
"Piso en calle de los Peñascales, Fuente del Berro, Madrid",barrio-de-salamanca,40.4237361,-3.6643668,"calle de los Peñascales, Fuente del Berro, Madrid, España",True
"Casa o chalet independiente en calle de Álvaro Caballero, 9, El Plantío, Madrid",moncloa,40.4700616,-3.8206858,"El Plantío, Madrid, España",True
"Dúplex en Simancas, Madrid",san-blas,40.437583,-3.6248568,"Simancas, Madrid, España",True
"Piso en calle Teresita González Quevedo, Cuzco-Castillejos, Madrid",tetuan,40.4572194,-3.6968709,"calle Teresita González Quevedo, Madrid, España",True
"Piso en calle de Bretón de los Herreros, 41, Nuevos Ministerios-Ríos Rosas, Madrid",chamberi,40.4394538,-3.696143,"calle de Bretón de los Herreros, 41, Madrid, España",True
"Piso en calle Domingo Alboraya, 4, Puerta Bonita, Madrid",carabanchel,40.3793357,-3.7458108,"calle Domingo Alboraya, 4, Puerta Bonita, Madrid, España",True
"Piso en calle de los Hermanos García Noblejas, Arcos, Madrid",san-blas,40.4201143,-3.6250352,"calle de los Hermanos García Noblejas, Arcos, Madrid, España",True
"Piso en calle Alcatraz, s/n, Opañel, Madrid",carabanchel,40.3886667,-3.7212793,"calle Alcatraz, s/n, Opañel, Madrid, España",True
"Estudio en Palacio, Madrid",centro,40.4153295,-3.7147092,"Palacio, Madrid, España",True
"Piso en calle del Río Orinoco, 34, Portazgo, Madrid",puente-de-vallecas,40.3930132,-3.659194,"Portazgo, Madrid, España",True
"Piso en calle de Cadarso, 4, Argüelles, Madrid",moncloa,40.4225099,-3.715496,"calle de Cadarso, Madrid, España",True
"Piso en calle de Sirio, 50, Estrella, Madrid",retiro,40.4100655,-3.6645272,"calle de Sirio, 50, Estrella, Madrid, España",True
"Piso en calle de Vallehermoso, 90, Arapiles, Madrid",chamberi,40.4385395,-3.7081749,"calle de Vallehermoso, 90, Arapiles, Madrid, España",True
"Piso en calle de José Ortega y Gasset, s/n, Castellana, Madrid",barrio-de-salamanca,40.4303776,-3.6853126,"calle de José Ortega y Gasset, s/n, Castellana, Madrid, España",True
"Ático en calle de Amaniel, 36, Malasaña-Universidad, Madrid",centro,40.428062,-3.7094676,"calle de Amaniel, 36, Malasaña-Universidad, Madrid, España",True
"Piso en calle de Antonio López, 21, Comillas, Madrid",carabanchel,40.3966781,-3.7131819,"calle de Antonio López, 21, Comillas, Madrid, España",True
"Piso en calle Victorino Bayo, Villaverde Alto, Madrid",villaverde,40.3426986,-3.7113334,"calle Victorino Bayo, Villaverde Alto, Madrid, España",True
"Chalet adosado en Gloria Fuertes, 59, Arroyo del Fresno, Madrid",fuencarral,40.4895829,-3.7302946,"Arroyo del Fresno, Madrid, España",True
"Piso en paseo de las Delicias, Palos de la Frontera, Madrid",arganzuela,40.4013545,-3.693893,"paseo de las Delicias, Palos de la Frontera, Madrid, España",True
"Ático en calle Barranco del Novillo, s/n, Ensanche de Vallecas - La Gavia, Madrid",villa-de-vallecas,40.3709866,-3.6132187,"Ensanche de Vallecas - La Gavia, Madrid, España",True
"Piso en calle de la Corte de Faraón, 16, Los Ángeles, Madrid",villaverde,40.3562217,-3.6996388,"Los Ángeles, Madrid, España",True
